1.94418542700,1.94297418400,1.88231273700,1.89213417600,Residual,12019999.9905,MLUPs,888.804110967
1.940617773,1.9406136669999998,1.8824807669999999,1.8927244140000001,Residual,1999999.9999900002,MLUPs,890.438098652
1.939843646,1.93984098,1.882178004,1.891952527,Residual,425925.925796,MLUPs,890.793442844
1.940027805,1.940024613,1.8824021869999998,1.892164344,Residual,126543.209849,MLUPs,890.708883422
1.9397119630000002,1.939708354,1.8821661280000002,1.891888251,Residual,51826.131687199995,MLUPs,890.8539169530001
1.940038755,1.9400302230000002,1.882447227,1.892213035,Residual,26702.135098500003,MLUPs,890.703856068
1.939973119,1.939969485,1.8822287580000001,1.8920861169999998,Residual,15893.9988845,MLUPs,890.73399166
1.940163347,1.940154695,1.8825257219999998,1.892316989,Residual,10378.2429902,MLUPs,890.646657495
1.939987885,1.939984049,1.8822784909999999,1.892086619,Residual,7222.26330355,MLUPs,890.727211938
1.9399482259999998,1.9399462490000001,1.8824377959999998,1.892117396,Residual,5266.1898701,MLUPs,890.745421368
