5.57989516000,5.57988553300,5.46802369700,5.47239141100,Residual,12019999.9905,MLUPs,309.683237848
5.574878537999999,5.5748696529999995,5.466404782000001,5.471556099,Residual,1999999.9999900002,MLUPs,309.961910062
5.573601152999999,5.5735980839999995,5.465686951,5.470367884,Residual,425925.92576300004,MLUPs,310.03294863900004
5.574035795,5.574032325,5.466808516,5.470736544,Residual,126543.20984200001,MLUPs,310.008773455
5.574773566,5.574764338,5.466761181,5.471526954,Residual,51826.1316899,MLUPs,309.96774659
5.574960068999999,5.574955939,5.467003556,5.47172134,Residual,26702.1351013,MLUPs,309.95737702400004
5.576047898,5.576043983,5.468495504,5.472866004,Residual,15893.9988852,MLUPs,309.896907561
5.577804161,5.577800358999999,5.46981794,5.474476022999999,Residual,10378.242989100001,MLUPs,309.79933144299997
5.576718982999999,5.576715651000001,5.4681594339999995,5.473087947000001,Residual,7222.26330259,MLUPs,309.859615532
5.577838018,5.577834491,5.4683046079999995,5.474616147000001,Residual,5266.18987024,MLUPs,309.797450988
