5.56417435200,5.56416388000,5.43230498600,5.45742218200,Residual,12019999.9905,MLUPs,310.558205168
5.563531918,5.563525661,5.432329555,5.4607853,Residual,1999999.9999900002,MLUPs,310.594066048
5.563908584,5.563901307999999,5.4323629470000006,5.461218717,Residual,425925.92576300004,MLUPs,310.573039422
5.5637882460000005,5.563781659,5.432299187000001,5.461041249,Residual,126543.20984200001,MLUPs,310.579756741
5.5652114070000005,5.565201711,5.43349775,5.46233581,Residual,51826.1316899,MLUPs,310.500333882
5.567377294,5.56737228,5.435050029,5.4646478620000005,Residual,26702.1351013,MLUPs,310.379539368
5.568156655,5.568144022999999,5.434450155,5.465493135,Residual,15893.9988852,MLUPs,310.336096318
5.569004507000001,5.5689872629999995,5.43491897,5.46607811,Residual,10378.242989100001,MLUPs,310.28884926
5.5702530370000005,5.570245959,5.434662424,5.467614155,Residual,7222.26330259,MLUPs,310.21930036599997
5.572580672999999,5.5725733470000005,5.435268832,5.469764031,Residual,5266.18987024,MLUPs,310.089723487
